age,household_size,PHQ4_2,WCRex1,i12_health_22,i12_health_26,i12_health_27,vac2_3,vac2_7,gender_Male,vac_man_6_Yes
38,4,1,4,5,5,5,5,3,1,1
42,4,4,2,5,5,3,2,4,0,0
71,2,3,4,5,5,5,4,4,1,0
73,2,3,4,5,5,4,4,4,1,1
75,2,4,4,5,5,5,3,3,1,1
68,2,4,2,2,4,1,1,1,1,0
19,6,3,4,4,4,4,4,4,1,1
68,1,4,4,5,5,2,5,5,1,0
66,2,1,3,5,5,5,3,3,0,0
44,3,2,2,5,5,3,1,1,0,0
52,1,4,3,5,5,3,2,2,0,0
29,2,3,4,5,4,3,3,3,1,0
25,5,0,3,5,5,4,3,2,0,0
28,4,4,3,5,5,5,4,4,0,1
75,2,3,3,5,5,5,3,5,1,0
51,2,2,3,5,5,5,3,4,0,0
78,1,4,4,5,5,4,5,5,1,0
71,2,3,3,5,1,2,2,1,0,1
74,7,1,2,5,5,5,3,3,0,0
65,1,3,4,5,5,3,4,3,0,0
19,2,3,4,5,2,3,5,4,0,1
38,1,3,4,5,5,4,5,5,1,0
71,1,3,2,5,4,5,5,4,0,0
60,3,3,2,5,5,5,1,3,1,0
47,5,4,4,5,5,4,4,5,1,1
74,2,3,3,5,5,5,3,3,0,1
69,2,4,5,5,5,5,5,4,1,1
80,6,4,3,5,4,5,2,2,1,1
63,1,4,4,5,5,5,4,2,1,1
56,3,3,3,5,5,5,3,3,0,0
48,3,4,2,5,5,5,4,4,1,1
55,1,3,4,5,5,4,3,3,0,1
74,2,4,4,5,5,3,5,5,1,1
45,2,3,5,5,5,5,5,5,1,1
26,3,1,1,5,5,5,3,1,0,0
21,2,4,3,5,5,5,4,3,0,0
53,3,0,4,5,5,5,3,1,0,0
38,4,0,4,5,5,5,5,3,0,1
52,4,4,4,5,5,4,3,3,1,0
35,1,1,3,5,5,5,4,4,0,0
53,3,4,4,5,5,4,4,4,1,1
25,3,4,2,5,5,3,3,1,0,0
52,1,1,4,5,1,4,5,1,0,1
39,1,4,2,5,4,4,2,2,1,0
68,2,3,3,5,5,4,4,5,0,1
43,1,1,2,5,5,5,4,5,1,1
75,1,3,4,5,5,1,4,5,0,1
74,2,4,5,5,5,3,5,5,0,1
40,3,4,2,4,3,4,1,1,0,0
74,1,4,4,5,5,5,4,4,0,1
43,1,1,1,5,5,5,4,3,0,0
29,3,3,4,5,5,4,3,3,0,0
25,4,1,3,5,5,4,3,3,1,0
79,2,4,3,5,4,3,2,2,1,0
59,2,4,2,5,4,3,3,3,0,0
24,6,3,2,5,4,3,4,3,0,0
85,2,4,2,5,5,1,5,5,1,1
64,2,4,5,1,2,3,5,3,0,1
56,4,4,2,1,1,1,1,1,0,0
37,1,3,4,5,5,4,3,3,0,0
62,2,4,4,5,3,3,5,3,1,0
38,4,4,4,5,5,5,5,3,1,0
69,1,4,5,5,5,5,5,4,0,1
42,5,3,3,5,3,2,2,2,1,0
78,1,4,4,5,1,1,3,3,1,0
48,3,4,4,4,3,4,5,5,1,0
45,4,4,3,5,5,4,3,3,0,1
40,2,4,3,5,5,4,3,2,0,0
77,1,4,5,5,5,4,5,5,1,1
27,2,3,4,4,5,5,5,5,1,1
72,2,4,4,5,5,5,3,2,1,0
56,1,3,2,4,1,1,1,1,1,0
53,1,2,3,5,5,5,4,4,0,1
35,1,4,1,5,5,5,2,3,1,0
75,2,4,4,5,5,5,5,5,1,1
62,1,1,3,5,5,5,3,4,1,1
70,2,2,4,5,5,5,5,1,0,1
68,2,4,5,5,5,4,5,5,0,1
74,2,3,4,5,5,5,4,4,0,1
52,2,4,2,5,5,1,3,3,1,1
65,1,1,4,5,5,5,4,4,0,0
47,1,3,4,5,1,1,2,2,0,0
77,2,4,5,5,5,4,5,4,0,0
80,3,4,3,5,5,5,4,4,0,1
52,4,4,4,5,5,5,4,5,1,0
36,5,4,5,5,4,5,5,5,0,1
45,8,4,1,5,5,5,1,2,1,0
74,2,4,5,5,1,1,4,4,1,1
80,2,4,4,5,5,3,5,4,0,1
84,2,4,3,5,4,4,5,4,1,1
87,2,4,2,5,5,5,4,3,0,0
64,2,4,4,5,3,2,4,3,0,0
46,5,4,3,5,5,3,4,4,0,0
68,1,1,3,1,5,5,5,5,0,0
61,1,4,2,5,5,5,5,5,1,1
33,4,4,3,3,5,5,3,3,0,0
75,2,4,4,5,5,5,3,2,0,1
62,3,3,4,5,5,4,5,4,1,1
57,4,4,3,5,3,3,3,3,1,0
77,1,4,5,5,5,5,5,5,1,1
73,2,4,4,5,5,3,4,4,1,1
69,1,4,4,5,5,5,5,5,1,1
33,3,1,2,5,5,5,5,4,0,0
74,1,2,5,5,5,5,5,2,0,1
44,4,4,3,5,3,2,4,3,0,0
61,1,0,4,5,5,5,5,3,0,1
55,2,4,4,5,5,3,5,1,0,1
71,2,3,4,5,5,4,4,4,1,1
60,3,4,1,5,3,3,3,3,1,0
74,2,2,4,5,4,3,4,4,1,0
71,3,4,5,5,5,5,5,5,1,1
61,3,0,2,5,5,5,2,1,1,0
79,2,3,2,5,3,5,1,1,0,0
77,1,0,2,5,5,5,2,3,1,0
50,2,1,3,5,5,5,4,4,0,0
60,3,3,3,5,5,5,4,3,1,0
46,2,0,4,1,1,1,1,1,0,0
42,2,4,3,5,5,5,3,3,0,0
68,1,4,4,5,3,5,5,5,0,1
85,1,3,2,5,5,4,5,5,0,1
74,2,4,3,5,5,4,4,2,0,1
79,2,4,4,5,5,5,4,5,1,0
41,3,3,2,5,5,5,3,3,0,1
71,2,4,5,5,5,5,2,2,1,1
64,4,4,2,5,5,5,3,3,1,0
71,1,4,4,5,1,5,5,3,0,0
73,2,3,4,5,5,5,5,5,0,0
58,1,1,2,5,5,4,4,4,1,0
68,2,4,4,5,4,5,4,3,1,1
48,2,4,4,5,5,5,4,2,0,1
23,2,4,3,5,2,5,5,3,1,0
72,2,4,4,5,5,5,5,3,1,0
45,3,2,2,5,5,3,1,2,0,0
25,4,3,3,5,5,4,4,4,1,0
52,1,4,4,5,5,3,5,2,1,0
31,3,1,2,5,4,2,1,1,0,0
47,3,2,2,5,3,4,1,4,0,0
25,4,1,1,3,4,4,3,5,1,1
53,1,4,4,5,4,1,2,2,0,0
43,3,2,2,5,5,5,3,3,1,0
69,2,3,4,5,5,5,5,5,0,1
73,2,3,4,5,5,5,1,1,0,1
66,2,3,4,5,5,3,5,3,1,1
68,1,4,4,5,5,5,3,3,0,1
45,2,3,2,5,1,1,1,1,1,0
68,2,4,5,5,5,5,5,4,0,1
73,1,3,4,5,4,5,4,4,1,1
82,2,4,4,5,5,4,4,3,1,1
61,2,4,4,5,4,4,3,2,0,1
63,3,4,2,5,5,5,3,1,1,0
29,5,4,5,5,5,4,5,5,0,1
34,3,3,4,5,1,5,1,1,0,0
59,8,1,2,5,5,5,2,2,1,1
57,1,0,3,5,1,5,5,5,1,1
60,2,3,3,5,4,4,4,3,0,1
38,3,2,4,4,3,3,3,3,1,0
55,2,4,4,5,5,4,5,4,0,1
61,5,0,5,5,5,5,5,2,0,1
68,1,4,4,5,5,4,3,3,0,0
64,2,3,3,5,5,3,5,2,1,1
70,4,4,3,5,5,4,3,4,0,0
77,1,4,4,5,5,4,4,4,0,0
67,2,4,4,5,5,5,5,3,0,0
46,1,3,4,5,5,5,4,5,1,1
33,3,3,2,3,5,5,2,3,1,0
62,2,3,4,5,4,3,5,5,0,1
41,2,4,3,5,4,3,4,4,1,1
70,1,4,3,5,5,4,3,1,0,0
71,1,3,5,5,5,4,5,3,0,1
62,3,4,2,5,5,5,5,3,1,1
74,2,4,4,5,5,5,5,3,0,0
48,3,4,3,5,5,4,5,5,1,1
72,2,3,4,5,5,5,3,4,0,1
23,2,4,4,5,5,5,3,3,1,0
56,3,3,2,5,1,3,1,1,0,0
61,2,4,4,5,4,1,3,3,0,1
37,2,4,3,5,5,1,3,1,0,0
80,1,4,4,5,4,3,4,3,0,1
31,5,2,3,3,4,4,3,4,1,0
59,4,3,3,5,5,4,5,4,0,0
79,2,2,3,5,4,4,3,2,0,0
26,6,4,3,5,5,4,4,5,0,1
67,1,4,5,5,5,4,2,3,0,0
32,5,1,2,5,5,5,1,2,1,0
19,3,3,2,5,3,1,3,1,0,0
40,4,4,4,5,5,5,3,2,0,0
66,7,3,2,5,5,5,3,3,1,1
83,1,3,2,1,5,5,1,1,0,0
66,1,4,5,5,5,5,5,5,0,1
79,1,4,2,5,4,3,2,3,0,1
67,1,3,4,5,5,5,5,2,0,1
70,2,1,4,5,5,2,5,3,0,0
43,1,2,2,5,5,5,4,4,1,1
30,2,4,3,5,5,4,4,4,0,0
23,5,2,3,5,5,4,3,3,0,1
52,2,2,3,5,5,5,3,3,0,0
71,2,4,2,5,5,5,2,1,1,0
48,3,3,4,5,4,5,5,4,0,1
72,2,4,4,5,3,5,5,4,1,1
42,3,3,2,5,5,5,4,1,0,0
45,6,1,4,5,4,5,3,5,1,0
72,1,3,4,5,5,3,4,2,0,1
69,1,4,4,5,5,4,1,2,1,0
76,1,4,4,5,1,1,5,3,0,1
68,3,4,2,4,1,1,1,1,1,0
66,2,3,5,5,5,5,5,3,1,0
53,4,4,5,5,5,5,5,5,0,1
69,2,4,2,5,5,4,3,3,1,1
71,2,1,4,5,4,5,2,2,1,0
24,3,3,2,5,5,3,3,2,0,0
52,5,2,3,5,4,5,2,3,1,1
76,2,4,4,5,5,4,5,4,0,1
61,3,3,2,5,5,3,3,2,1,0
68,1,3,2,5,5,5,3,4,1,1
39,2,3,3,5,5,5,3,1,0,0
49,3,4,3,5,5,5,4,4,1,1
21,1,4,4,5,5,5,5,5,1,1
70,1,3,5,5,5,5,4,3,1,1
46,2,3,4,5,4,5,5,3,0,0
47,2,3,2,5,2,1,3,1,1,0
18,5,2,3,3,3,4,2,2,0,0
72,1,4,2,5,5,5,3,3,0,1
25,2,2,3,5,3,5,1,1,0,0
48,2,4,4,5,5,1,5,1,0,1
72,3,3,5,3,3,4,5,5,0,1
79,2,4,4,5,2,3,4,4,0,0
75,1,4,3,5,5,5,5,1,0,1
31,3,4,5,5,5,5,5,5,1,1
62,1,1,4,5,1,2,1,1,1,1
51,4,4,4,5,5,5,5,5,0,1
32,4,2,2,5,5,5,2,3,1,0
61,2,3,4,5,1,4,4,2,1,1
26,4,3,3,3,3,5,4,5,1,0
54,3,4,3,5,4,4,3,3,0,0
67,2,4,2,5,5,5,5,5,1,1
37,4,3,4,5,4,4,4,3,0,1
35,4,3,3,5,5,2,4,1,1,1
56,3,1,4,5,3,2,5,4,1,1
74,1,4,5,5,5,4,5,4,0,0
75,1,3,4,5,5,5,4,2,1,1
71,1,4,3,5,5,5,2,2,0,0
55,3,4,3,4,4,4,2,2,1,0
58,1,3,2,5,5,5,1,1,1,0
62,2,4,2,5,5,5,3,4,1,0
33,3,3,3,5,1,4,3,3,0,1
60,4,4,4,5,1,1,5,5,0,1
69,2,4,2,5,3,2,3,1,1,0
38,3,3,4,4,4,4,2,3,1,0
69,1,3,4,5,4,4,5,2,0,0
40,4,4,4,5,4,3,4,4,0,1
62,2,4,4,5,5,5,4,4,1,0
78,1,4,2,1,2,1,1,1,0,0
65,2,4,5,5,5,5,5,4,1,0
44,1,3,4,5,5,3,5,3,0,0
73,2,4,3,5,5,5,4,4,1,0
54,1,4,4,5,4,3,4,4,1,0
74,2,4,5,5,1,5,5,3,1,0
31,1,4,4,5,3,4,5,5,1,1
68,2,4,3,5,5,5,4,3,1,0
39,3,2,4,3,5,5,5,5,1,1
70,2,3,4,5,5,5,4,3,0,1
49,1,4,2,5,5,5,1,1,0,0
44,2,0,3,5,5,5,4,3,0,0
60,2,4,4,5,4,5,5,4,0,1
36,2,3,2,5,3,1,1,1,0,0
61,4,1,2,5,5,3,3,1,0,0
21,5,1,3,3,2,4,3,3,0,0
38,4,4,4,5,5,5,2,2,1,0
45,5,4,3,5,4,2,4,3,0,1
36,2,4,4,4,2,2,3,3,1,0
56,2,3,2,4,1,1,1,1,1,0
80,1,4,4,5,5,5,5,4,0,1
58,4,4,5,5,5,5,5,3,1,1
22,4,3,4,5,5,1,4,4,0,0
21,4,3,3,5,3,3,1,1,1,0
29,4,1,2,5,5,5,3,1,0,0
61,2,3,1,5,3,3,4,4,0,1
56,3,4,4,5,3,2,5,2,0,0
18,5,2,3,5,5,4,5,5,0,1
72,5,3,5,5,5,5,5,3,0,0
61,2,3,3,5,5,5,5,5,0,0
63,3,3,4,5,5,4,5,3,1,1
24,4,2,5,5,3,5,5,5,0,1
61,1,1,1,5,5,4,3,3,1,1
75,2,3,4,5,5,4,3,3,1,1
72,2,4,4,5,5,2,5,4,0,1
48,2,4,1,5,5,4,4,4,0,0
32,2,4,4,5,5,5,5,4,0,1
60,1,2,3,5,5,5,3,4,0,0
58,3,4,2,5,5,4,2,2,0,0
40,4,4,3,5,5,4,5,5,0,1
38,4,4,2,5,1,1,3,3,0,0
69,2,4,5,5,5,1,1,1,1,1
66,1,4,4,4,4,4,5,4,0,1
66,1,4,4,5,5,3,5,1,0,1
33,7,3,3,5,5,1,3,1,0,0
55,2,4,3,5,5,4,3,3,0,0
72,2,4,3,5,5,4,3,2,1,1
51,2,4,2,5,5,5,3,3,0,0
44,4,4,4,5,4,3,3,3,0,1
31,2,3,4,5,4,4,2,3,0,0
72,2,2,3,5,4,3,4,4,1,0
36,5,3,2,4,4,4,3,3,0,0
55,2,0,4,5,4,4,5,5,0,1
59,2,3,3,5,5,3,3,3,0,1
62,1,1,2,5,2,2,3,3,1,1
80,1,4,4,5,5,4,4,2,0,1
48,2,3,5,5,2,4,3,3,0,1
49,2,0,2,5,5,4,1,1,0,0
21,6,2,2,3,5,3,4,5,0,0
36,4,3,4,5,5,5,5,5,0,1
55,3,1,3,5,5,4,3,3,1,0
62,1,4,5,5,5,5,5,5,1,1
65,2,3,4,5,5,5,5,5,1,1
40,4,1,2,1,3,1,1,1,1,0
19,1,4,2,5,2,1,1,1,0,0
74,1,3,4,5,4,4,3,3,1,0
76,2,4,4,5,5,5,5,5,1,1
60,3,4,4,5,5,5,5,5,1,0
67,2,4,4,5,5,5,5,4,0,0
32,3,1,2,3,2,2,1,1,0,0
74,2,4,3,5,5,3,4,3,1,0
35,1,4,2,5,5,3,3,3,0,0
57,1,1,4,5,5,5,5,5,0,1
78,2,4,4,5,1,3,5,5,1,0
49,1,4,2,5,5,5,4,5,1,1
65,1,0,4,5,5,5,3,1,0,1
56,3,2,4,5,5,5,5,4,0,1
66,2,4,2,5,5,4,4,3,1,0
65,3,4,3,5,5,4,3,2,1,1
57,1,4,3,5,5,3,4,4,1,0
34,4,3,2,5,5,3,1,1,0,0
64,2,4,4,5,5,5,4,5,1,1
60,2,4,3,1,5,5,4,4,1,1
60,1,3,4,5,5,4,5,4,1,1
74,1,3,4,5,5,5,5,5,0,1
69,2,4,5,5,1,5,5,4,1,1
61,2,4,2,5,5,4,3,3,1,0
68,1,3,4,5,5,5,5,5,0,0
42,5,4,5,5,5,5,1,2,0,0
43,3,3,4,5,5,5,2,4,1,1
69,1,4,4,5,5,5,5,3,1,1
78,1,4,4,5,1,1,3,1,0,0
49,4,4,4,5,5,4,2,1,0,1
25,1,3,3,5,4,3,2,3,1,0
90,2,4,5,5,4,4,5,5,1,1
59,3,4,5,5,5,5,5,5,0,1
52,6,4,2,5,3,5,1,1,1,0
60,2,4,4,5,4,5,3,3,1,1
78,2,4,5,5,5,1,5,5,1,1
39,3,3,3,3,4,4,3,3,0,0
72,3,4,4,5,5,5,5,5,0,1
72,3,3,4,5,5,5,5,2,1,0
70,2,4,4,5,5,5,4,4,1,0
73,2,2,5,5,5,5,5,2,1,1
66,2,3,4,5,4,5,2,3,1,1
31,1,4,2,5,4,4,2,2,0,0
48,2,1,4,5,5,5,5,5,1,1
52,4,4,4,5,3,4,5,3,0,0
18,5,2,2,5,1,1,2,1,0,0
75,2,4,4,5,5,5,5,5,1,1
40,2,3,4,5,5,4,5,1,0,0
63,1,1,5,5,5,4,4,4,0,1
76,2,3,5,5,5,5,5,5,0,1
29,7,3,2,5,3,5,1,1,1,0
51,4,3,2,5,1,1,2,3,1,0
47,2,4,2,5,5,5,1,1,0,0
24,4,3,3,5,2,4,4,5,1,0
49,4,3,2,5,5,3,1,1,0,0
60,1,3,4,5,5,3,5,3,1,0
32,4,3,4,5,5,3,2,3,0,0
50,2,3,4,5,5,5,3,5,0,1
51,5,0,4,1,1,1,1,1,1,0
56,3,2,2,5,1,4,1,1,0,0
72,2,2,4,5,5,5,4,3,0,1
57,2,4,5,5,5,4,5,4,1,1
71,2,4,2,5,5,5,4,1,1,0
73,1,4,5,5,5,5,5,5,1,0
35,7,4,4,5,2,2,5,3,0,0
71,2,3,2,5,3,5,2,1,0,0
45,2,3,4,5,4,2,5,2,0,0
42,3,4,3,5,5,5,5,3,0,1
57,2,2,3,5,4,3,4,3,0,0
74,2,3,4,5,5,4,4,4,0,1
51,2,4,3,5,5,3,3,2,0,0
44,2,3,4,5,5,5,3,1,0,1
77,2,4,3,5,5,4,3,4,1,0
72,4,3,4,5,5,5,3,3,0,1
38,2,1,2,5,3,4,2,1,1,0
23,2,1,3,5,5,3,3,2,0,0
35,4,4,4,5,5,5,3,3,1,0
35,4,4,4,5,5,5,5,1,0,1
70,1,4,4,5,5,5,4,4,0,1
70,3,3,4,5,5,5,5,4,1,1
72,1,1,5,5,4,5,5,5,1,1
54,2,4,4,5,5,5,5,4,0,1
41,2,1,3,5,3,5,3,1,1,0
68,1,4,4,5,5,5,5,4,1,1
24,1,3,3,3,4,4,5,5,1,0
23,1,3,2,5,5,3,1,1,0,0
21,3,2,3,5,5,5,5,5,0,0
33,1,4,3,5,5,4,3,1,0,0
21,4,4,3,5,3,3,5,3,0,0
59,2,4,4,5,5,5,2,2,1,1
41,5,4,4,4,4,5,4,3,1,0
73,2,4,4,5,5,5,5,5,0,1
20,4,2,1,5,5,5,5,5,0,0
73,1,4,3,5,3,5,5,4,1,0
68,1,0,2,5,5,4,1,1,0,0
36,2,0,2,5,5,1,5,1,1,0
46,2,2,4,5,1,1,3,3,0,0
33,4,1,4,5,5,5,4,3,0,0
31,2,3,2,5,5,4,2,1,0,0
74,2,2,2,4,2,1,3,1,1,0
73,2,4,4,5,3,4,4,4,0,0
29,2,3,3,5,1,1,2,1,0,0
64,1,4,2,5,5,5,3,3,1,1
62,2,4,3,5,5,5,2,2,1,1
19,6,3,2,5,1,1,1,1,1,1
19,6,1,1,5,5,3,1,1,0,0
64,2,4,4,5,4,4,5,5,1,0
65,2,4,3,5,4,1,4,4,1,0
22,2,3,3,5,5,3,4,3,0,0
32,1,4,3,5,2,1,4,4,0,1
18,2,1,2,5,5,2,3,3,0,0
62,1,4,4,5,5,4,2,3,1,0
51,5,4,2,5,5,5,2,1,0,0
80,2,0,5,5,1,5,5,5,1,1
48,5,2,3,5,4,5,2,3,1,0
61,2,4,4,5,3,3,4,3,1,1
22,3,4,1,5,3,5,5,3,1,0
22,4,2,5,5,5,2,4,2,0,0
84,1,2,4,5,4,2,2,1,1,0
59,2,1,2,5,5,5,4,3,1,1
63,2,3,3,5,5,5,5,4,0,1
64,2,4,5,5,3,3,3,3,1,1
66,2,4,4,5,5,5,5,5,0,0
76,5,4,2,5,1,3,3,1,1,0
42,4,4,4,5,5,5,3,3,0,0
47,2,3,2,5,4,4,2,3,0,0
65,3,3,4,5,5,5,3,3,0,0
31,3,3,3,5,1,5,1,1,0,0
35,5,2,2,1,1,1,1,1,0,0
58,5,3,2,5,1,3,3,3,1,0
21,8,1,2,5,5,5,2,1,0,0
19,1,2,2,5,3,1,1,1,0,0
69,1,4,4,5,5,4,5,5,0,1
50,1,2,5,5,5,5,3,3,0,1
73,3,4,3,5,5,5,4,4,1,0
45,4,1,4,5,5,5,4,4,0,1
64,2,0,2,5,1,3,3,3,0,0
36,2,2,3,5,4,3,3,3,0,1
74,1,4,2,5,1,5,1,1,0,0
63,2,4,4,5,5,3,5,4,1,0
63,2,4,4,5,5,5,5,1,0,0
55,2,4,3,5,3,3,2,1,1,0
30,3,3,4,5,5,4,3,3,1,0
54,1,3,4,5,5,3,3,3,0,1
74,2,0,2,5,5,5,1,1,1,0
56,1,4,2,5,4,3,3,4,0,0
28,2,3,3,5,3,3,4,4,0,1
47,2,3,4,5,5,5,4,4,0,0
76,2,4,4,5,5,2,5,3,1,1
50,3,3,4,5,5,3,2,2,1,1
30,2,3,4,5,5,5,5,4,0,0
33,5,3,2,5,4,2,4,2,0,0
49,7,3,4,5,3,4,3,3,1,0
71,2,4,2,5,1,1,1,1,1,0
71,2,4,4,5,5,5,4,4,1,1
28,2,0,3,5,5,5,3,3,0,0
20,5,1,2,5,3,4,3,4,1,1
66,1,0,2,4,5,5,5,5,0,0
27,3,4,4,5,5,5,1,1,0,0
55,4,3,3,5,5,4,4,4,0,1
61,1,3,3,5,5,4,3,1,0,0
21,4,2,3,5,5,4,4,5,0,0
72,2,4,4,1,5,2,5,5,1,1
84,2,2,3,5,4,3,3,3,0,0
68,2,4,2,5,1,1,5,3,1,1
77,2,4,5,5,5,5,5,5,1,1
39,3,1,3,5,5,4,5,5,1,0
75,2,4,5,5,5,5,5,5,1,1
38,3,3,4,5,5,4,5,3,0,0
75,2,3,2,5,5,5,3,4,0,1
57,2,2,2,5,5,3,4,4,1,0
31,4,3,3,5,2,5,5,5,0,0
23,2,2,3,5,2,1,3,4,0,0
79,1,4,5,5,1,2,5,2,1,0
27,1,1,2,5,5,5,2,2,0,0
83,2,4,4,5,5,5,5,5,1,1
25,6,1,4,5,5,4,3,3,0,0
50,4,3,4,5,3,4,3,2,0,0
60,3,3,4,5,3,3,5,4,1,0
35,3,4,4,5,5,1,4,3,0,0
71,3,4,4,5,4,4,2,1,0,0
19,4,1,3,5,3,3,4,3,0,1
66,2,4,3,5,5,3,5,5,1,1
38,3,3,2,5,5,5,1,2,0,0
29,4,4,4,5,1,2,1,1,0,0
65,2,4,3,5,5,3,3,3,1,0
18,3,3,4,5,2,3,3,3,0,0
65,2,1,4,5,5,1,1,1,0,1
67,2,3,2,5,5,3,3,1,0,0
62,1,2,4,5,5,5,4,3,1,1
61,2,1,4,5,5,3,3,4,0,0
68,1,4,3,5,5,5,4,2,0,0
71,2,4,1,5,4,4,4,5,0,1
23,5,3,4,5,5,4,2,2,0,1
49,5,2,4,5,5,5,3,3,1,0
69,1,4,2,5,5,5,3,5,1,1
21,4,4,4,5,5,5,3,4,1,0
23,3,3,3,5,5,4,3,3,0,0
30,2,4,3,5,5,5,2,5,0,0
21,2,1,4,5,5,5,3,2,0,0
32,5,3,5,3,3,4,2,1,1,1
61,2,2,4,5,5,1,5,5,1,1
69,4,4,3,5,5,5,5,4,1,0
78,2,4,4,5,5,5,4,3,1,1
50,2,1,4,5,1,3,1,1,0,0
22,8,2,4,5,5,5,4,2,0,1
21,5,4,1,4,5,5,3,3,0,0
56,3,1,2,3,1,1,1,1,1,0
63,3,1,2,5,5,5,4,4,0,0
54,1,4,5,5,5,5,5,5,1,1
51,2,4,4,5,3,4,4,4,0,0
49,1,3,5,5,5,4,5,5,0,1
65,4,3,3,4,5,1,1,1,0,0
40,4,0,1,5,1,1,3,5,1,0
23,2,2,5,5,3,4,2,2,0,0
51,2,3,3,5,4,4,4,4,0,1
32,1,1,1,5,5,4,4,3,0,1
34,2,2,3,5,5,4,3,3,0,0
22,2,3,2,5,3,3,4,3,0,0
34,3,2,4,5,2,4,5,4,0,0
45,3,2,3,5,5,5,3,2,1,0
30,1,4,4,5,5,3,5,5,0,1
41,2,2,3,5,5,4,3,3,0,0
46,4,2,3,5,2,4,3,4,1,1
62,1,3,4,5,5,5,5,1,0,0
65,2,3,4,5,5,4,4,4,0,0
22,4,1,2,5,5,5,3,2,0,1
51,1,1,3,5,5,5,3,3,0,1
31,3,4,4,5,1,5,2,4,0,0
63,1,3,3,5,4,3,4,3,1,1
19,4,1,2,5,4,3,2,3,0,0
50,1,2,3,5,5,5,4,4,1,0
26,2,0,4,5,1,2,5,5,1,1
45,3,4,4,5,5,5,4,4,0,0
39,3,3,3,5,3,4,3,2,0,0
49,1,2,4,5,5,4,4,4,1,0
85,2,1,3,5,5,3,4,4,1,1
24,3,2,2,5,5,5,2,2,0,1
24,3,3,4,5,3,4,3,2,0,0
63,1,3,4,5,4,4,3,3,0,0
22,4,1,3,5,5,5,1,1,0,0
23,1,4,5,5,4,4,4,1,0,1
21,2,2,4,5,5,5,2,4,0,1
42,3,2,4,5,5,5,5,5,1,0
41,3,3,4,5,5,5,5,5,0,1
58,1,4,2,5,5,3,3,3,0,1
51,2,2,3,5,5,4,4,4,1,0
29,3,1,3,5,5,4,2,1,0,1
78,1,3,5,5,5,5,5,4,1,1
29,1,2,3,5,4,1,4,3,0,1
34,6,3,2,2,1,1,1,1,1,0
35,5,3,2,5,5,1,3,1,0,1
74,3,4,4,5,5,5,5,4,0,1
54,2,3,4,5,5,5,4,4,0,0
37,5,4,4,5,5,1,5,5,0,0
68,1,4,5,5,5,5,5,5,0,1
52,2,3,2,5,5,5,1,1,1,0
56,1,2,1,5,5,5,5,5,0,0
55,1,3,2,5,5,5,1,1,1,0
68,2,3,3,5,1,1,4,3,1,0
35,3,3,4,5,2,1,5,4,0,1
34,2,3,4,4,3,4,5,4,1,0
61,2,1,2,5,5,5,3,3,0,1
68,2,4,4,5,4,3,1,2,1,1
62,6,0,1,1,3,2,3,4,1,0
66,2,4,4,5,1,1,4,2,1,0
73,2,4,4,5,3,3,5,3,0,1
70,3,4,2,5,1,3,1,1,1,0
83,2,4,3,5,4,3,5,4,1,1
60,2,4,3,5,5,1,1,1,1,0
46,2,4,4,5,3,3,4,3,0,1
37,4,4,2,5,1,1,1,1,0,0
34,3,3,3,5,5,5,5,1,0,1
44,4,4,4,5,5,5,5,5,0,1
58,2,3,4,5,5,3,5,5,0,0
45,4,2,4,5,5,4,4,2,0,0
51,4,4,3,5,3,3,5,4,0,1
76,2,4,4,5,5,5,5,5,0,1
79,2,3,3,5,2,5,2,1,0,0
52,2,3,3,5,4,2,3,3,0,0
26,4,4,4,5,5,5,1,1,0,0
69,3,4,4,5,5,5,3,3,0,0
78,1,3,2,1,4,1,1,1,0,0
32,2,1,4,5,5,5,5,2,0,0
67,1,3,3,5,5,4,5,4,0,0
61,5,4,4,5,5,5,1,2,0,1
52,1,3,4,5,5,4,4,2,0,1
63,1,2,3,5,5,4,4,4,0,0
79,2,4,2,5,5,4,3,2,0,0
30,4,4,5,5,1,4,5,5,0,1
55,2,4,2,5,1,1,1,1,1,0
76,2,4,4,5,5,2,4,2,1,1
53,2,4,4,5,5,5,4,4,0,1
43,6,1,5,5,5,2,5,3,0,1
59,1,4,4,5,5,4,4,5,1,1
39,2,4,2,1,1,1,1,1,0,0
48,5,2,4,5,5,5,4,3,0,1
29,3,4,2,5,1,1,2,2,1,0
51,2,3,1,5,2,1,5,2,0,0
39,4,4,2,5,1,3,5,3,1,0
33,4,4,2,5,1,2,3,2,0,0
43,4,4,2,5,5,5,1,1,1,0
30,3,4,5,5,5,4,4,3,0,1
59,3,4,4,5,4,4,5,5,1,1
73,3,4,4,5,5,3,5,4,1,0
76,2,4,4,5,5,5,1,2,1,0
68,2,4,2,5,5,4,2,2,0,0
27,4,4,2,4,4,1,1,1,0,0
62,4,4,2,5,2,3,1,1,1,0
78,2,4,4,5,5,4,4,4,0,0
79,2,4,5,5,5,5,5,4,1,1
32,2,2,3,5,5,5,2,1,0,0
52,2,4,3,5,1,1,2,3,0,1
50,3,3,2,4,4,1,1,1,0,0
45,3,3,3,5,4,1,5,3,1,1
72,2,1,4,5,5,5,3,3,0,1
79,1,4,5,5,5,5,5,5,1,1
28,1,3,4,5,4,2,3,3,0,0
71,2,4,5,5,5,3,5,5,1,1
